BarIndex,Time,Quadruplet,TrajectoryCluster,Archetype,ExpectancyFamily,Count,ConditionalProbability,FinalTransition,MeanNextRunLength,ImmediateFailurePct,DirectionalContinuationPct,DominantNextArchetype,RegimeMigrationProbability,IsSelfLoopDominant,Implication,ActionBias,SoftArchetype,SoftVoteSimilarity,SoftMeanDistance,NearestNeighbor,NearestNeighborArchetype,Implication_Soft,ActionBias_Soft,ResolvedArchetype,ResolvedActionBias,ResolvedImplication
1601,2026-04-29 12:30:00,Directional->Directional->Directional->Unresolved,2,Stable Compression Basin,Mixed,1,8.33,Directional->Unresolved,2.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.,,,,,,,,Stable Compression Basin,Monitor compression quality; prepare but do not anticipate prematurely.,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.
1602,2026-04-29 12:35:00,Directional->Directional->Unresolved->Degrading,-1,Unknown,Unknown,0,0.0,Unresolved->Degrading,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.,Degradation / Exhaustion Collapse,1.3556791140643027,2.692819307719934,Degrading->Unresolved->Unresolved->Degrading,Degradation / Exhaustion Collapse,,,Degradation / Exhaustion Collapse,,
1603,2026-04-29 12:40:00,Directional->Unresolved->Degrading->Balance,-1,Unknown,Unknown,0,0.0,Degrading->Balance,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.,Fragile Rotational Churn,1.3112857092220993,2.9149293597069494,Unresolved->Degrading->Degrading->Balance,Fragile Rotational Churn,,,Fragile Rotational Churn,,
1604,2026-04-29 12:45:00,Unresolved->Degrading->Balance->Degrading,-1,Unknown,Unknown,0,0.0,Balance->Degrading,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.,Degradation / Exhaustion Collapse,1.7425043159392564,1.908622433716421,Unresolved->Degrading->Unresolved->Degrading,Degradation / Exhaustion Collapse,,,Degradation / Exhaustion Collapse,,
1605,2026-04-29 12:50:00,Degrading->Balance->Degrading->Unresolved,2,Stable Compression Basin,PersistentNonDirectional,1,33.33,Degrading->Unresolved,5.53,29.41,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.,,,,,,,,Stable Compression Basin,Monitor compression quality; prepare but do not anticipate prematurely.,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.
1606,2026-04-29 12:55:00,Balance->Degrading->Unresolved->Balance,-1,Unknown,Unknown,0,0.0,Unresolved->Balance,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.,Fragile Rotational Churn,1.5771800284536948,2.207692972875413,Degrading->Degrading->Unresolved->Balance,Fragile Rotational Churn,,,Fragile Rotational Churn,,
1607,2026-04-29 13:00:00,Degrading->Unresolved->Balance->Balance,-1,Unknown,Unknown,0,0.0,Balance->Balance,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.,Fragile Rotational Churn,1.6924866224893815,2.044844471765125,Degrading->Degrading->Unresolved->Balance,Fragile Rotational Churn,,,Fragile Rotational Churn,,
1608,2026-04-29 13:05:00,Unresolved->Balance->Balance->Degrading,-1,Unknown,Unknown,0,0.0,Balance->Degrading,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.,Degradation / Exhaustion Collapse,1.3515070201562955,2.7512974903790264,Balance->Balance->Unresolved->Degrading,Degradation / Exhaustion Collapse,,,Degradation / Exhaustion Collapse,,
1609,2026-04-29 13:10:00,Balance->Balance->Degrading->Degrading,-1,Unknown,Unknown,0,0.0,Degrading->Degrading,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.,Degradation / Exhaustion Collapse,1.6418663693431716,2.1580815391474326,Balance->Balance->Balance->Degrading,Degradation / Exhaustion Collapse,,,Degradation / Exhaustion Collapse,,
1610,2026-04-29 13:15:00,Balance->Degrading->Degrading->Degrading,-1,Unknown,Unknown,0,0.0,Degrading->Degrading,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.,Degradation / Exhaustion Collapse,1.7186335161528101,2.100891351589245,Degrading->Degrading->Balance->Degrading,Degradation / Exhaustion Collapse,,,Degradation / Exhaustion Collapse,,
1611,2026-04-29 13:20:00,Degrading->Degrading->Degrading->Balance,1,Unstable Rotational Balance,ImmediateFailure,1,7.14,Degrading->Balance,1.0,100.0,0.0,Stable Compression Basin,0.5158730158730159,0,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.,Avoid directional commitment; wait for cleaner incubation or release.,,,,,,,,Unstable Rotational Balance,Avoid directional commitment; wait for cleaner incubation or release.,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.
1612,2026-04-29 13:25:00,Degrading->Degrading->Balance->Unresolved,2,Stable Compression Basin,PersistentNonDirectional,1,50.0,Balance->Unresolved,7.26,21.05,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.,,,,,,,,Stable Compression Basin,Monitor compression quality; prepare but do not anticipate prematurely.,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.
1613,2026-04-29 13:30:00,Degrading->Balance->Unresolved->Unresolved,2,Stable Compression Basin,RotationalChurn,1,50.0,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.,,,,,,,,Stable Compression Basin,Monitor compression quality; prepare but do not anticipate prematurely.,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.
1614,2026-04-29 13:35:00,Balance->Unresolved->Unresolved->Unresolved,2,Stable Compression Basin,RotationalChurn,14,87.5,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.,,,,,,,,Stable Compression Basin,Monitor compression quality; prepare but do not anticipate prematurely.,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.
1615,2026-04-29 13:40:00,Unresolved->Unresolved->Unresolved->Balance,1,Unstable Rotational Balance,ImmediateFailure,10,4.81,Unresolved->Balance,1.63,63.16,0.0,Stable Compression Basin,0.5158730158730159,0,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.,Avoid directional commitment; wait for cleaner incubation or release.,,,,,,,,Unstable Rotational Balance,Avoid directional commitment; wait for cleaner incubation or release.,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.
1616,2026-04-29 13:45:00,Unresolved->Unresolved->Balance->Balance,1,Unstable Rotational Balance,RotationalChurn,5,33.33,Balance->Balance,0.0,0.0,0.0,Stable Compression Basin,0.5158730158730159,0,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.,Avoid directional commitment; wait for cleaner incubation or release.,,,,,,,,Unstable Rotational Balance,Avoid directional commitment; wait for cleaner incubation or release.,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.
1617,2026-04-29 13:50:00,Unresolved->Balance->Balance->Unresolved,2,Stable Compression Basin,PersistentNonDirectional,5,71.43,Balance->Unresolved,7.26,21.05,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.,,,,,,,,Stable Compression Basin,Monitor compression quality; prepare but do not anticipate prematurely.,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.
1618,2026-04-29 13:55:00,Balance->Balance->Unresolved->Unresolved,2,Stable Compression Basin,RotationalChurn,5,83.33,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.,,,,,,,,Stable Compression Basin,Monitor compression quality; prepare but do not anticipate prematurely.,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.
1619,2026-04-29 14:00:00,Balance->Unresolved->Unresolved->Unresolved,2,Stable Compression Basin,RotationalChurn,14,87.5,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.,,,,,,,,Stable Compression Basin,Monitor compression quality; prepare but do not anticipate prematurely.,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.
1620,2026-04-30 06:35:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.,,,,,,,,Pure Unresolved Compression Equilibrium,No action bias; observe for transition out of pure unresolved state.,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation."
1621,2026-04-30 06:40:00,Unresolved->Unresolved->Unresolved->Degrading,0,Sponsor Exhaustion Collapse,ImmediateFailure,5,2.4,Unresolved->Degrading,1.82,63.64,0.0,Sponsor Exhaustion Collapse,0.4884393063583815,1,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.,Avoid continuation entries; monitor for failed breakout or exhaustion.,,,,,,,,Sponsor Exhaustion Collapse,Avoid continuation entries; monitor for failed breakout or exhaustion.,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.
