APVA Junction Audit Study v0.1 - Aggregate
============================================================================================================
Instruments: 6E, CL, NQ

Aggregate Junction Candidate Table
CurrentNode | Count | BaseDominantNextNode | BaseDominantProbability | PreviousNodeGain | BranchEntropy | ReplicationCount
RecoveryResolution_Age1 | 1219 | CompressionProcessing_Age1 | 55.70% | 32.57% | 0.9484 | 3
ReassertionProcessing_Age1 | 2080 | NeutralProcessing_Age1 | 40.58% | 15.14% | 1.3785 | 3
DestructiveRotation_Age1 | 970 | DecayToNeutral_Age1 | 29.48% | 14.43% | 1.8058 | 3
MixedStructure_Age1 | 3726 | NeutralProcessing_Age1 | 37.55% | 8.29% | 1.7596 | 3
ConstructiveEmergence_Age1 | 109 | MixedStructure_Age1 | 48.62% | 5.50% | 1.1479 | 3
ExhaustionPersistence_Age1 | 1264 | ExhaustionPersistence_Age2 | 28.01% | 5.46% | 1.6768 | 3
ExhaustionPersistence_Age6-10 | 38 | ExhaustionPersistence_Age6-10 | 39.47% | 5.26% | 1.4974 | 3
CompressionProcessing_Age1 | 3194 | CompressionProcessing_Age2 | 56.42% | 5.10% | 1.1164 | 3

Aggregate Base Branch Profile Table
CurrentNode | NextNode | Count | Probability | Rank
CompressionProcessing_Age1 | CompressionProcessing_Age2 | 1802 | 56.42% | 1
CompressionProcessing_Age1 | NeutralProcessing_Age1 | 973 | 30.46% | 2
CompressionProcessing_Age1 | ExhaustionPersistence_Age1 | 198 | 6.20% | 3
CompressionProcessing_Age1 | RecoveryResolution_Age1 | 144 | 4.51% | 4
CompressionProcessing_Age1 | MixedStructure_Age1 | 32 | 1.00% | 5
CompressionProcessing_Age1 | DestructiveRotation_Age1 | 22 | 0.69% | 6
CompressionProcessing_Age1 | ReassertionProcessing_Age1 | 19 | 0.59% | 7
CompressionProcessing_Age1 | DecayToNeutral_Age1 | 4 | 0.13% | 8
ConstructiveEmergence_Age1 | MixedStructure_Age1 | 53 | 48.62% | 1
ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 35 | 32.11% | 2
ConstructiveEmergence_Age1 | DecayToNeutral_Age1 | 15 | 13.76% | 3
ConstructiveEmergence_Age1 | CompressionProcessing_Age1 | 6 | 5.50% | 4
DestructiveRotation_Age1 | DecayToNeutral_Age1 | 286 | 29.48% | 1
DestructiveRotation_Age1 | NeutralProcessing_Age1 | 269 | 27.73% | 2
DestructiveRotation_Age1 | DestructiveRotation_Age2 | 123 | 12.68% | 3
DestructiveRotation_Age1 | ExhaustionPersistence_Age1 | 108 | 11.13% | 4
DestructiveRotation_Age1 | ReassertionProcessing_Age1 | 59 | 6.08% | 5
DestructiveRotation_Age1 | RecoveryResolution_Age1 | 49 | 5.05% | 6
DestructiveRotation_Age1 | MixedStructure_Age1 | 45 | 4.64% | 7
DestructiveRotation_Age1 | CompressionProcessing_Age1 | 28 | 2.89% | 8
DestructiveRotation_Age1 | ConstructiveEmergence_Age1 | 3 | 0.31% | 9
ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 354 | 28.01% | 1
ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | 274 | 21.68% | 2
ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 246 | 19.46% | 3
ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 181 | 14.32% | 4
ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 155 | 12.26% | 5
ExhaustionPersistence_Age1 | DestructiveRotation_Age1 | 54 | 4.27% | 6
ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age6-10 | 15 | 39.47% | 1
ExhaustionPersistence_Age6-10 | DecayToNeutral_Age1 | 10 | 26.32% | 2
ExhaustionPersistence_Age6-10 | NeutralProcessing_Age1 | 6 | 15.79% | 3
ExhaustionPersistence_Age6-10 | RecoveryResolution_Age1 | 4 | 10.53% | 4
ExhaustionPersistence_Age6-10 | DestructiveRotation_Age1 | 2 | 5.26% | 5
ExhaustionPersistence_Age6-10 | CompressionProcessing_Age1 | 1 | 2.63% | 6
MixedStructure_Age1 | NeutralProcessing_Age1 | 1399 | 37.55% | 1
MixedStructure_Age1 | DecayToNeutral_Age1 | 741 | 19.89% | 2
MixedStructure_Age1 | ExhaustionPersistence_Age1 | 462 | 12.40% | 3
MixedStructure_Age1 | MixedStructure_Age2 | 410 | 11.00% | 4
MixedStructure_Age1 | RecoveryResolution_Age1 | 344 | 9.23% | 5
MixedStructure_Age1 | ReassertionProcessing_Age1 | 174 | 4.67% | 6
MixedStructure_Age1 | CompressionProcessing_Age1 | 100 | 2.68% | 7
MixedStructure_Age1 | DestructiveRotation_Age1 | 72 | 1.93% | 8
MixedStructure_Age1 | ConstructiveEmergence_Age1 | 24 | 0.64% | 9
ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 844 | 40.58% | 1
ReassertionProcessing_Age1 | MixedStructure_Age1 | 673 | 32.36% | 2
ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 300 | 14.42% | 3
ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 145 | 6.97% | 4
ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 105 | 5.05% | 5
ReassertionProcessing_Age1 | ConstructiveEmergence_Age1 | 13 | 0.62% | 6
RecoveryResolution_Age1 | CompressionProcessing_Age1 | 679 | 55.70% | 1
RecoveryResolution_Age1 | RecoveryResolution_Age2 | 390 | 31.99% | 2
RecoveryResolution_Age1 | NeutralProcessing_Age1 | 150 | 12.31% | 3

Aggregate Conditional Branch Table
PreviousNode | CurrentNode | NextNode | Count | ConditionalProbability | BaseProbability | ProbabilityDelta | DominantBranchChanged
CurrentNode | PreviousNode | RedirectTargetState | RedirectProbability | RedirectDelta
CompressionProcessing_Age1 | ConstructiveEmergence_Age1 | CompressionProcessing | 66.67% | 10.25%
CompressionProcessing_Age1 | DecayToNeutral_Age1 | CompressionProcessing | 100.00% | 43.58%
CompressionProcessing_Age1 | DestructiveRotation_Age1 | CompressionProcessing | 92.86% | 36.44%
CompressionProcessing_Age1 | DestructiveRotation_Age2 | CompressionProcessing | 100.00% | 43.58%
CompressionProcessing_Age1 | DestructiveRotation_Age3 | CompressionProcessing | 100.00% | 43.58%
CompressionProcessing_Age1 | ExhaustionPersistence_Age1 | CompressionProcessing | 42.58% | -13.84%
CompressionProcessing_Age1 | ExhaustionPersistence_Age4 | CompressionProcessing | 68.75% | 12.33%
CompressionProcessing_Age1 | ExhaustionPersistence_Age5 | CompressionProcessing | 44.44% | -11.97%
CompressionProcessing_Age1 | ExhaustionPersistence_Age6-10 | NeutralProcessing | 100.00% | 69.54%
CompressionProcessing_Age1 | MixedStructure_Age1 | CompressionProcessing | 81.00% | 24.58%
CompressionProcessing_Age1 | MixedStructure_Age2 | CompressionProcessing | 100.00% | 43.58%
CompressionProcessing_Age1 | NeutralProcessing_Age1 | CompressionProcessing | 58.38% | 1.96%
CompressionProcessing_Age1 | NeutralProcessing_Age11-20 | CompressionProcessing | 60.00% | 3.58%
CompressionProcessing_Age1 | NeutralProcessing_Age2 | NeutralProcessing | 55.51% | 25.04%
CompressionProcessing_Age1 | NeutralProcessing_Age21+ | NeutralProcessing | 75.00% | 44.54%
CompressionProcessing_Age1 | NeutralProcessing_Age3 | NeutralProcessing | 50.89% | 20.43%
CompressionProcessing_Age1 | NeutralProcessing_Age4 | NeutralProcessing | 53.85% | 23.38%
CompressionProcessing_Age1 | NeutralProcessing_Age5 | CompressionProcessing | 54.10% | -2.32%
CompressionProcessing_Age1 | NeutralProcessing_Age6-10 | CompressionProcessing | 51.37% | -5.05%
CompressionProcessing_Age1 | ReassertionProcessing_Age1 | CompressionProcessing | 73.33% | 16.92%
CompressionProcessing_Age1 | ReassertionProcessing_Age2 | CompressionProcessing | 100.00% | 43.58%
CompressionProcessing_Age1 | ReassertionProcessing_Age3 | CompressionProcessing | 100.00% | 43.58%
CompressionProcessing_Age1 | RecoveryResolution_Age1 | CompressionProcessing | 64.80% | 8.38%
CompressionProcessing_Age1 | RecoveryResolution_Age3 | CompressionProcessing | 63.96% | 7.54%
CompressionProcessing_Age1 | RecoveryResolution_Age4 | CompressionProcessing | 72.73% | 16.31%
CompressionProcessing_Age1 | RecoveryResolution_Age6-10 | CompressionProcessing | 33.33% | -23.08%
ConstructiveEmergence_Age1 | CompressionProcessing_Age2 | CompressionProcessing | 100.00% | 94.50%
ConstructiveEmergence_Age1 | DecayToNeutral_Age1 | DecayToNeutral | 50.00% | 36.24%
ConstructiveEmergence_Age1 | DestructiveRotation_Age1 | MixedStructure | 100.00% | 51.38%
ConstructiveEmergence_Age1 | MixedStructure_Age1 | MixedStructure | 41.67% | -6.96%
ConstructiveEmergence_Age1 | MixedStructure_Age3 | MixedStructure | 100.00% | 51.38%
ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | MixedStructure | 51.85% | 3.23%
ConstructiveEmergence_Age1 | NeutralProcessing_Age11-20 | MixedStructure | 50.00% | 1.38%
ConstructiveEmergence_Age1 | NeutralProcessing_Age2 | NeutralProcessing | 66.67% | 34.56%
ConstructiveEmergence_Age1 | NeutralProcessing_Age3 | MixedStructure | 75.00% | 26.38%
ConstructiveEmergence_Age1 | NeutralProcessing_Age4 | MixedStructure | 50.00% | 1.38%
ConstructiveEmergence_Age1 | NeutralProcessing_Age5 | NeutralProcessing | 66.67% | 34.56%
ConstructiveEmergence_Age1 | NeutralProcessing_Age6-10 | MixedStructure | 45.45% | -3.17%
ConstructiveEmergence_Age1 | ReassertionProcessing_Age1 | MixedStructure | 53.85% | 5.22%
DestructiveRotation_Age1 | CompressionProcessing_Age1 | DecayToNeutral | 36.36% | 6.88%
DestructiveRotation_Age1 | CompressionProcessing_Age2 | DecayToNeutral | 53.33% | 23.85%
DestructiveRotation_Age1 | CompressionProcessing_Age3 | DecayToNeutral | 33.33% | 3.85%
DestructiveRotation_Age1 | CompressionProcessing_Age4 | DestructiveRotation | 40.00% | 27.32%
DestructiveRotation_Age1 | CompressionProcessing_Age5 | NeutralProcessing | 40.00% | 12.27%
DestructiveRotation_Age1 | CompressionProcessing_Age6-10 | CompressionProcessing | 50.00% | 47.11%
DestructiveRotation_Age1 | DecayToNeutral_Age1 | DecayToNeutral | 61.11% | 31.63%
DestructiveRotation_Age1 | ExhaustionPersistence_Age1 | DecayToNeutral | 57.41% | 27.92%
DestructiveRotation_Age1 | ExhaustionPersistence_Age4 | DecayToNeutral | 100.00% | 70.52%
DestructiveRotation_Age1 | ExhaustionPersistence_Age5 | DecayToNeutral | 42.86% | 13.37%
DestructiveRotation_Age1 | ExhaustionPersistence_Age6-10 | DecayToNeutral | 100.00% | 70.52%
DestructiveRotation_Age1 | MixedStructure_Age1 | DecayToNeutral | 31.94% | 2.46%
DestructiveRotation_Age1 | MixedStructure_Age2 | DecayToNeutral | 66.67% | 37.18%
DestructiveRotation_Age1 | MixedStructure_Age3 | CompressionProcessing | 50.00% | 47.11%
DestructiveRotation_Age1 | MixedStructure_Age4 | DestructiveRotation | 100.00% | 87.32%
DestructiveRotation_Age1 | NeutralProcessing_Age1 | NeutralProcessing | 32.08% | 4.34%
DestructiveRotation_Age1 | NeutralProcessing_Age2 | NeutralProcessing | 59.57% | 31.84%
DestructiveRotation_Age1 | ReassertionProcessing_Age1 | NeutralProcessing | 39.31% | 11.58%
DestructiveRotation_Age1 | ReassertionProcessing_Age2 | NeutralProcessing | 45.89% | 18.16%
DestructiveRotation_Age1 | ReassertionProcessing_Age3 | ReassertionProcessing | 31.25% | 25.17%
ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | CompressionProcessing | 31.31% | 19.05%
ExhaustionPersistence_Age1 | CompressionProcessing_Age11-20 | CompressionProcessing | 100.00% | 87.74%
ExhaustionPersistence_Age1 | CompressionProcessing_Age2 | CompressionProcessing | 33.86% | 21.60%
ExhaustionPersistence_Age1 | CompressionProcessing_Age3 | ExhaustionPersistence | 34.25% | 6.24%
ExhaustionPersistence_Age1 | CompressionProcessing_Age4 | DecayToNeutral | 34.21% | 14.75%
ExhaustionPersistence_Age1 | CompressionProcessing_Age5 | CompressionProcessing | 26.09% | 13.82%
ExhaustionPersistence_Age1 | CompressionProcessing_Age6-10 | ExhaustionPersistence | 37.50% | 9.49%
ExhaustionPersistence_Age1 | DestructiveRotation_Age1 | ExhaustionPersistence | 29.63% | 1.62%
ExhaustionPersistence_Age1 | DestructiveRotation_Age2 | DecayToNeutral | 55.00% | 35.54%
ExhaustionPersistence_Age1 | MixedStructure_Age1 | DecayToNeutral | 27.49% | 8.03%
ExhaustionPersistence_Age1 | MixedStructure_Age2 | DecayToNeutral | 50.00% | 30.54%
ExhaustionPersistence_Age1 | MixedStructure_Age3 | DecayToNeutral | 62.50% | 43.04%
ExhaustionPersistence_Age1 | MixedStructure_Age4 | DecayToNeutral | 50.00% | 30.54%
ExhaustionPersistence_Age1 | NeutralProcessing_Age11-20 | ExhaustionPersistence | 33.33% | 5.33%
ExhaustionPersistence_Age1 | NeutralProcessing_Age21+ | RecoveryResolution | 100.00% | 78.32%
ExhaustionPersistence_Age1 | NeutralProcessing_Age4 | NeutralProcessing | 54.17% | 39.85%
ExhaustionPersistence_Age1 | NeutralProcessing_Age5 | NeutralProcessing | 57.14% | 42.82%
ExhaustionPersistence_Age1 | NeutralProcessing_Age6-10 | NeutralProcessing | 43.14% | 28.82%
ExhaustionPersistence_Age1 | RecoveryResolution_Age3 | ExhaustionPersistence | 45.71% | 17.71%
ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age5 | ExhaustionPersistence | 52.17% | 12.70%
ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age6-10 | DecayToNeutral | 33.33% | 7.02%
MixedStructure_Age1 | CompressionProcessing_Age1 | NeutralProcessing | 59.38% | 21.83%
MixedStructure_Age1 | CompressionProcessing_Age2 | DecayToNeutral | 50.00% | 30.11%
MixedStructure_Age1 | CompressionProcessing_Age3 | NeutralProcessing | 44.44% | 6.90%
MixedStructure_Age1 | CompressionProcessing_Age4 | DecayToNeutral | 41.67% | 21.78%
MixedStructure_Age1 | CompressionProcessing_Age5 | DecayToNeutral | 42.86% | 22.97%
MixedStructure_Age1 | CompressionProcessing_Age6-10 | DecayToNeutral | 41.18% | 21.29%
MixedStructure_Age1 | ConstructiveEmergence_Age1 | NeutralProcessing | 33.96% | -3.58%
MixedStructure_Age1 | DecayToNeutral_Age1 | DecayToNeutral | 46.06% | 26.17%
MixedStructure_Age1 | DestructiveRotation_Age1 | NeutralProcessing | 28.89% | -8.66%
MixedStructure_Age1 | DestructiveRotation_Age2 | DecayToNeutral | 60.00% | 40.11%
MixedStructure_Age1 | DestructiveRotation_Age3 | DecayToNeutral | 100.00% | 80.11%
MixedStructure_Age1 | NeutralProcessing_Age1 | DecayToNeutral | 33.05% | 13.17%
MixedStructure_Age1 | NeutralProcessing_Age11-20 | NeutralProcessing | 41.38% | 3.83%
MixedStructure_Age1 | NeutralProcessing_Age2 | NeutralProcessing | 60.34% | 22.79%
MixedStructure_Age1 | NeutralProcessing_Age21+ | NeutralProcessing | 42.86% | 5.31%
MixedStructure_Age1 | NeutralProcessing_Age3 | NeutralProcessing | 67.14% | 29.59%
MixedStructure_Age1 | NeutralProcessing_Age4 | NeutralProcessing | 58.33% | 20.79%
MixedStructure_Age1 | NeutralProcessing_Age5 | NeutralProcessing | 35.96% | -1.59%
MixedStructure_Age1 | NeutralProcessing_Age6-10 | NeutralProcessing | 31.11% | -6.44%
MixedStructure_Age1 | ReassertionProcessing_Age1 | NeutralProcessing | 52.30% | 14.76%
MixedStructure_Age1 | START | MixedStructure | 100.00% | 89.00%
ReassertionProcessing_Age1 | CompressionProcessing_Age1 | NeutralProcessing | 63.16% | 22.58%
ReassertionProcessing_Age1 | CompressionProcessing_Age2 | MixedStructure | 66.67% | 34.31%
ReassertionProcessing_Age1 | CompressionProcessing_Age3 | DestructiveRotation | 66.67% | 59.70%
ReassertionProcessing_Age1 | CompressionProcessing_Age4 | DestructiveRotation | 33.33% | 26.36%
ReassertionProcessing_Age1 | CompressionProcessing_Age5 | DestructiveRotation | 83.33% | 76.36%
ReassertionProcessing_Age1 | CompressionProcessing_Age6-10 | MixedStructure | 100.00% | 67.64%
ReassertionProcessing_Age1 | DecayToNeutral_Age1 | MixedStructure | 47.37% | 15.01%
ReassertionProcessing_Age1 | DestructiveRotation_Age1 | DestructiveRotation | 50.85% | 43.88%
ReassertionProcessing_Age1 | DestructiveRotation_Age2 | DestructiveRotation | 50.00% | 43.03%
ReassertionProcessing_Age1 | MixedStructure_Age1 | MixedStructure | 58.62% | 26.26%
ReassertionProcessing_Age1 | MixedStructure_Age2 | MixedStructure | 80.00% | 47.64%
ReassertionProcessing_Age1 | NeutralProcessing_Age1 | MixedStructure | 46.55% | 14.20%
ReassertionProcessing_Age1 | NeutralProcessing_Age11-20 | MixedStructure | 39.13% | 6.77%
ReassertionProcessing_Age1 | NeutralProcessing_Age2 | NeutralProcessing | 71.12% | 30.54%
ReassertionProcessing_Age1 | NeutralProcessing_Age21+ | NeutralProcessing | 66.67% | 26.09%
ReassertionProcessing_Age1 | NeutralProcessing_Age3 | NeutralProcessing | 71.59% | 31.01%
ReassertionProcessing_Age1 | NeutralProcessing_Age4 | NeutralProcessing | 80.00% | 39.42%
ReassertionProcessing_Age1 | NeutralProcessing_Age5 | MixedStructure | 48.48% | 16.13%
ReassertionProcessing_Age1 | NeutralProcessing_Age6-10 | NeutralProcessing | 42.95% | 2.37%
RecoveryResolution_Age1 | CompressionProcessing_Age1 | CompressionProcessing | 81.25% | 25.55%
RecoveryResolution_Age1 | CompressionProcessing_Age11-20 | CompressionProcessing | 100.00% | 44.30%
RecoveryResolution_Age1 | CompressionProcessing_Age2 | CompressionProcessing | 100.00% | 44.30%
RecoveryResolution_Age1 | CompressionProcessing_Age3 | CompressionProcessing | 100.00% | 44.30%
RecoveryResolution_Age1 | CompressionProcessing_Age4 | CompressionProcessing | 100.00% | 44.30%
RecoveryResolution_Age1 | CompressionProcessing_Age5 | CompressionProcessing | 100.00% | 44.30%
RecoveryResolution_Age1 | CompressionProcessing_Age6-10 | CompressionProcessing | 100.00% | 44.30%
RecoveryResolution_Age1 | DestructiveRotation_Age1 | CompressionProcessing | 81.63% | 25.93%
RecoveryResolution_Age1 | DestructiveRotation_Age2 | CompressionProcessing | 100.00% | 44.30%
RecoveryResolution_Age1 | ExhaustionPersistence_Age1 | RecoveryResolution | 100.00% | 68.01%
RecoveryResolution_Age1 | ExhaustionPersistence_Age2 | RecoveryResolution | 100.00% | 68.01%
RecoveryResolution_Age1 | ExhaustionPersistence_Age3 | RecoveryResolution | 100.00% | 68.01%
RecoveryResolution_Age1 | ExhaustionPersistence_Age4 | RecoveryResolution | 76.92% | 44.93%
RecoveryResolution_Age1 | ExhaustionPersistence_Age5 | RecoveryResolution | 75.00% | 43.01%
RecoveryResolution_Age1 | ExhaustionPersistence_Age6-10 | RecoveryResolution | 100.00% | 68.01%
RecoveryResolution_Age1 | MixedStructure_Age1 | CompressionProcessing | 78.49% | 22.79%
RecoveryResolution_Age1 | MixedStructure_Age2 | CompressionProcessing | 100.00% | 44.30%
RecoveryResolution_Age1 | MixedStructure_Age3 | CompressionProcessing | 100.00% | 44.30%
RecoveryResolution_Age1 | NeutralProcessing_Age11-20 | CompressionProcessing | 55.56% | -0.15%
RecoveryResolution_Age1 | NeutralProcessing_Age4 | NeutralProcessing | 71.43% | 59.12%
RecoveryResolution_Age1 | NeutralProcessing_Age5 | NeutralProcessing | 57.14% | 44.84%
RecoveryResolution_Age1 | NeutralProcessing_Age6-10 | CompressionProcessing | 50.00% | -5.70%

Aggregate Concentration Table
CurrentNode | NumberOfPreviousNodes | TopPreviousNodeShare | Top3PreviousNodeShare
CompressionProcessing_Age1 | 26 | 28.21% | 63.68%
ConstructiveEmergence_Age1 | 13 | 24.77% | 58.72%
DestructiveRotation_Age1 | 20 | 27.32% | 57.32%
ExhaustionPersistence_Age1 | 19 | 36.55% | 62.26%
ExhaustionPersistence_Age6-10 | 2 | 60.53% | 100.00%
MixedStructure_Age1 | 21 | 25.50% | 61.08%
ReassertionProcessing_Age1 | 19 | 30.67% | 68.32%
RecoveryResolution_Age1 | 22 | 28.22% | 62.51%

Aggregate Stability Table
CurrentNode | ConditionalBranchEntropyMean | ConditionalBranchEntropyMedian | ConditionalBranchEntropyMax | EntropyReduction
CompressionProcessing_Age1 | 0.6786 | 0.9109 | 1.3044 | 0.4378
ConstructiveEmergence_Age1 | 0.6215 | 0.6931 | 1.1902 | 0.5264
DestructiveRotation_Age1 | 1.0445 | 1.1575 | 1.7448 | 0.7613
ExhaustionPersistence_Age1 | 1.0729 | 1.1439 | 1.5494 | 0.6039
ExhaustionPersistence_Age6-10 | 1.4292 | 1.4292 | 1.4898 | 0.0682
MixedStructure_Age1 | 1.2946 | 1.4864 | 1.8112 | 0.4650
ReassertionProcessing_Age1 | 0.9012 | 0.9551 | 1.4029 | 0.4773
RecoveryResolution_Age1 | 0.2384 | -0.0000 | 0.6931 | 0.7100

Aggregate Outcome Table
PreviousNode | CurrentNode | DominantNextNode | Count_6E | MeanDR_6E | Count_CL | MeanDR_CL | Count_NQ | MeanDR_NQ | ValidInstrumentCount
CompressionProcessing_Age1 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 7 | -0.0001 | 0 | N/A | 1 | 90.7500 | 2
CompressionProcessing_Age1 | ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 59 | 0.0001 | 0 | N/A | 2 | -48.5000 | 2
CompressionProcessing_Age1 | ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 0 | N/A | 4 | -2.7700 | 0 | N/A | 1
CompressionProcessing_Age1 | MixedStructure_Age1 | NeutralProcessing_Age1 | 16 | -0.0001 | 2 | -0.1000 | 1 | -32.2500 | 3
CompressionProcessing_Age1 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 12 | 0.0004 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age1 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 88 | 0.0001 | 9 | 0.2500 | 3 | 26.5000 | 3
CompressionProcessing_Age11-20 | ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 2 | 0.0000 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age11-20 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 1 | 0.0004 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age2 | ConstructiveEmergence_Age1 | CompressionProcessing_Age1 | 1 | -0.0001 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age2 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 7 | 0.0000 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age2 | DestructiveRotation_Age1 | ExhaustionPersistence_Age1 | 0 | N/A | 1 | 1.8700 | 0 | N/A | 1
CompressionProcessing_Age2 | ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 38 | -0.0002 | 5 | -2.3580 | 0 | N/A | 2
CompressionProcessing_Age2 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 0 | N/A | 0 | N/A | 1 | -40.5000 | 1
CompressionProcessing_Age2 | MixedStructure_Age1 | DecayToNeutral_Age1 | 10 | -0.0001 | 0 | N/A | 1 | -89.5000 | 2
CompressionProcessing_Age2 | MixedStructure_Age1 | MixedStructure_Age2 | 0 | N/A | 1 | 0.5600 | 0 | N/A | 1
CompressionProcessing_Age2 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 1 | -0.0007 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age2 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 0 | N/A | 0 | N/A | 1 | -44.5000 | 1
CompressionProcessing_Age2 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 60 | -0.0000 | 4 | 0.4350 | 1 | -4.7500 | 3
CompressionProcessing_Age3 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 1 | -0.0001 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age3 | ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 0 | N/A | 0 | N/A | 1 | 121.0000 | 1
CompressionProcessing_Age3 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 22 | 0.0001 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age3 | ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | 0 | N/A | 3 | -0.3367 | 0 | N/A | 1
CompressionProcessing_Age3 | MixedStructure_Age1 | NeutralProcessing_Age1 | 7 | 0.0000 | 1 | -0.2000 | 0 | N/A | 2
CompressionProcessing_Age3 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 4 | -0.0002 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age3 | ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 0 | N/A | 1 | 0.5400 | 0 | N/A | 1
CompressionProcessing_Age3 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 29 | 0.0003 | 1 | 1.2100 | 2 | 50.7500 | 3
CompressionProcessing_Age4 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 0 | N/A | 0 | N/A | 1 | 4.5000 | 1
CompressionProcessing_Age4 | DestructiveRotation_Age1 | DestructiveRotation_Age2 | 2 | 0.0000 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age4 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 12 | -0.0003 | 0 | N/A | 1 | 10.5000 | 2
CompressionProcessing_Age4 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 0 | N/A | 1 | -2.0900 | 0 | N/A | 1
CompressionProcessing_Age4 | MixedStructure_Age1 | DecayToNeutral_Age1 | 8 | -0.0003 | 0 | N/A | 1 | -4.7500 | 2
CompressionProcessing_Age4 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 0 | N/A | 1 | 0.9100 | 0 | N/A | 1
CompressionProcessing_Age4 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 1 | 0.0022 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age4 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 18 | -0.0000 | 0 | N/A | 1 | -31.0000 | 2
CompressionProcessing_Age5 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 3 | -0.0002 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age5 | ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 6 | 0.0002 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age5 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 0 | N/A | 2 | 0.2550 | 0 | N/A | 1
CompressionProcessing_Age5 | MixedStructure_Age1 | DecayToNeutral_Age1 | 6 | -0.0000 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age5 | MixedStructure_Age1 | ExhaustionPersistence_Age1 | 0 | N/A | 1 | -0.0400 | 0 | N/A | 1
CompressionProcessing_Age5 | MixedStructure_Age1 | RecoveryResolution_Age1 | 0 | N/A | 0 | N/A | 1 | -62.0000 | 1
CompressionProcessing_Age5 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 4 | -0.0007 | 0 | N/A | 1 | 69.2500 | 2
CompressionProcessing_Age5 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 10 | -0.0002 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age6-10 | DestructiveRotation_Age1 | CompressionProcessing_Age1 | 1 | -0.0010 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age6-10 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 6 | -0.0001 | 0 | N/A | 0 | N/A | 1
